TRINITY_DN0_c12_g1	GO:0003674,GO:0005085,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007,GO:0098772
TRINITY_DN4529_c0_g2	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN45315_c0_g1	GO:0003674,GO:0003824,GO:0016787
TRINITY_DN45317_c0_g1	GO:0003674,GO:0003824,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0008531,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016301,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0034641,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576
TRINITY_DN45337_c1_g1	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN4533_c0_g1	GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0008150,GO:0008152,GO:0016787,GO:0016798,GO:0044238,GO:0071704
TRINITY_DN45348_c1_g1	GO:0003674,GO:0005488,GO:0005575,GO:0005576,GO:0006807,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0008289,GO:0019538,GO:0042157,GO:0043170,GO:0044238,GO:0044699,GO:0044765,GO:0051179,GO:0051234,GO:0071702,GO:0071704,GO:1901564,GO:1902578
TRINITY_DN45356_c3_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45361_c1_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45382_c0_g1	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN45382_c3_g1	GO:0003008,GO:0003013,GO:0003018,GO:0003674,GO:0005102,GO:0005179,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0008150,GO:0008217,GO:0032501,GO:0035150,GO:0035296,GO:0050880,GO:0065007,GO:0065008,GO:0090066,GO:0097746
TRINITY_DN4538_c3_g1	GO:0005575,GO:0005737,GO:0044424,GO:0044464
TRINITY_DN4539_c0_g2	GO:0005575,GO:0005839,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0019538,GO:0019773,GO:0019941,GO:0032991,GO:0043170,GO:0043234,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044424,GO:0044464,GO:0051603,GO:0071704,GO:1901564,GO:1901575
TRINITY_DN45406_c0_g1	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004526,GO:0004540,GO:0004549,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN4540_c0_g3	GO:0003674,GO:0003824,GO:0006464,GO:0006486,GO:0006807,GO:0008150,GO:0008152,GO:0008373,GO:0009987,GO:0016740,GO:0016757,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044699,GO:0044710,GO:0044763,GO:0070085,GO:0071704,GO:1901564
TRINITY_DN4540_c0_g4	GO:0003674,GO:0003824,GO:0003950,GO:0016740,GO:0016757,GO:0016763
TRINITY_DN4541_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45428_c0_g1	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN4542_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45432_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45432_c1_g1	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904
TRINITY_DN45433_c0_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005575,GO:0006810,GO:0006811,GO:0008150,GO:0015075,GO:0015267,GO:0016020,GO:0022803,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN4543_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043492,GO:0044425,GO:0051179,GO:0051234,GO:0055085,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN45456_c0_g2	GO:0003674,GO:0003824,GO:0003950,GO:0006464,GO:0006471,GO:0006486,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044699,GO:0044710,GO:0044763,GO:0070085,GO:0071704,GO:1901564
TRINITY_DN4545_c0_g1	GO:0003674,GO:0003824,GO:0004017,GO:0016301,GO:0016740,GO:0016772,GO:0016776,GO:0019201,GO:0019205
TRINITY_DN45469_c0_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN4546_c11_g1	GO:0005575,GO:0005911,GO:0030054
TRINITY_DN4546_c3_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4546_c7_g1	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0020037,GO:0043167,GO:0043169,GO:0044699,GO:0044710,GO:0046872,GO:0046906,GO:0046914,GO:0055114,GO:0097159,GO:1901363
TRINITY_DN45477_c0_g1	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN45483_c0_g1	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN45492_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0007165,GO:0007166,GO:0008150,GO:0009987,GO:0016020,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN454_c17_g1	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN4550_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN45515_c5_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005249,GO:0005261,GO:0005267,GO:0005575,GO:0006810,GO:0006811,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0016020,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022843,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0046873,GO:0051179,GO:0051234
TRINITY_DN45529_c0_g1	GO:0000145,GO:0005575,GO:0006810,GO:0006887,GO:0008150,GO:0009987,GO:0016192,GO:0032940,GO:0032991,GO:0043234,GO:0044424,GO:0044444,GO:0044448,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0046903,GO:0051179,GO:0051234,GO:0099023,GO:1902578
TRINITY_DN4553_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN4556_c0_g1	GO:0007165,GO:0008150,GO:0009987,GO:0035556,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN45587_c0_g1	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN45592_c1_g1	GO:0003674,GO:0005488,GO:0005515,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN455_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN45614_c0_g1	GO:0000439,GO:0001671,GO:0003674,GO:0005575,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008047,GO:0008150,GO:0008152,GO:0009987,GO:0030234,GO:0032991,GO:0033554,GO:0034641,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0060589,GO:0060590,GO:0071704,GO:0090304,GO:0098772,GO:1901360
TRINITY_DN45617_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45623_c0_g1	GO:0003674,GO:0005488,GO:0005539,GO:0005540,GO:0007155,GO:0008150,GO:0022610,GO:0031406,GO:0036094,GO:0043167,GO:0043168,GO:0043177,GO:0097367
TRINITY_DN45641_c0_g1	GO:0003674,GO:0005488,GO:0008289
TRINITY_DN4564_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN45654_c0_g2	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0046983,GO:0097159,GO:1901363
TRINITY_DN45683_c1_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN45702_c0_g1	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4570_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45717_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN45718_c1_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN45719_c0_g2	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45722_c0_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005272,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015081,GO:0015267,GO:0015672,GO:0016020,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0046873,GO:0051179,GO:0051234
TRINITY_DN45735_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN4573_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45745_c1_g3	GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0008150,GO:0008152,GO:0016787,GO:0016798,GO:0044238,GO:0071704
TRINITY_DN4574_c1_g1	GO:0003674,GO:0005102,GO:0005179,GO:0005184,GO:0005488,GO:0005515
TRINITY_DN4574_c2_g2	GO:0003674,GO:0003824,GO:0004356,GO:0006082,GO:0006520,GO:0006541,GO:0006542,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607
TRINITY_DN4575_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN45765_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0005575,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008277,GO:0009966,GO:0010646,GO:0015026,GO:0015031,GO:0015833,GO:0016021,GO:0023051,GO:0031224,GO:0033036,GO:0038023,GO:0042886,GO:0044425,GO:0045184,GO:0046907,GO:0048583,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060089,GO:0065007,GO:0071702,GO:0071705
TRINITY_DN4577_c0_g1	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4578_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4581_c2_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN45820_c0_g1	GO:0003674,GO:0003824,GO:0004857,GO:0004866,GO:0004869,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016787,GO:0019538,GO:0030234,GO:0030414,GO:0043170,GO:0044238,GO:0061134,GO:0061135,GO:0070011,GO:0071704,GO:0098772,GO:1901564
TRINITY_DN45822_c0_g2	GO:0001733,GO:0003674,GO:0003824,GO:0005575,GO:0006629,GO:0006643,GO:0006664,GO:0008146,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009247,GO:0009987,GO:0016021,GO:0016740,GO:0016782,GO:0031224,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046467,GO:0050694,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509
TRINITY_DN45868_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN45874_c0_g1	GO:0008104,GO:0008150,GO:0033036,GO:0034613,GO:0045048,GO:0045184,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0070727,GO:0072657,GO:0090150
TRINITY_DN458_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45914_c0_g1	GO:0005575,GO:0016020
TRINITY_DN45917_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0004984,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN4591_c0_g1	GO:0003674,GO:0003682,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005634,GO:0008168,GO:0008170,GO:0008276,GO:0008757,GO:0016278,GO:0016279,GO:0016740,GO:0016741,GO:0018024,GO:0042054,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464
TRINITY_DN4591_c0_g3	GO:0003674,GO:0003682,GO:0005488
TRINITY_DN4592_c0_g1	GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0050896
TRINITY_DN45938_c0_g2	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4594_c0_g1	GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0008047,GO:0030234,GO:0030695,GO:0060589,GO:0098772
TRINITY_DN4595_c2_g1	GO:0003674,GO:0003824,GO:0005575,GO:0016021,GO:0016740,GO:0016757,GO:0031224,GO:0044425
TRINITY_DN45973_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN45994_c0_g1	GO:0003674,GO:0003824,GO:0008168,GO:0016740,GO:0016741
TRINITY_DN459_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN459_c1_g1	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN4600_c0_g2	GO:0003674,GO:0003824,GO:0016787
TRINITY_DN46036_c3_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN46041_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0019538,GO:0019899,GO:0019941,GO:0031625,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044389,GO:0051603,GO:0071704,GO:1901564,GO:1901575
TRINITY_DN46041_c0_g2	GO:0003674,GO:0005488,GO:0005515,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0019538,GO:0019899,GO:0019941,GO:0031625,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044389,GO:0051603,GO:0071704,GO:1901564,GO:1901575
TRINITY_DN4605_c11_g1	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0006928,GO:0007017,GO:0007018,GO:0008017,GO:0008092,GO:0008150,GO:0009987,GO:0015631,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044699,GO:0044763,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN4605_c1_g2	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0007155,GO:0007156,GO:0008150,GO:0016020,GO:0022610,GO:0043167,GO:0043169,GO:0046872,GO:0098609,GO:0098742
TRINITY_DN4605_c2_g1	GO:0003674,GO:0005488,GO:0005506,GO:0006790,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016043,GO:0016226,GO:0022607,GO:0031163,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0051536,GO:0051540,GO:0071840
TRINITY_DN46072_c0_g1	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904
TRINITY_DN46096_c0_g1	GO:0003674,GO:0003824,GO:0003860,GO:0016289,GO:0016787,GO:0016788,GO:0016790
TRINITY_DN460_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050789,GO:0050794,GO:0065007,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4610_c0_g1	GO:0003674,GO:0003824,GO:0005575,GO:0008146,GO:0016021,GO:0016740,GO:0016782,GO:0031224,GO:0044425
TRINITY_DN46116_c0_g1	GO:0000350,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0022618,GO:0034622,GO:0043933,GO:0065003,GO:0071826,GO:0071840
TRINITY_DN46125_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN46128_c0_g1	GO:0007165,GO:0008150,GO:0009987,GO:0035556,GO:0043087,GO:0050789,GO:0050790,GO:0050794,GO:0051336,GO:0065007,GO:0065009
TRINITY_DN4612_c0_g1	GO:0007346,GO:0008150,GO:0010720,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045786,GO:0045930,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051239,GO:0051240,GO:0051726,GO:0051960,GO:0051962,GO:0060284,GO:0065007,GO:2000026
TRINITY_DN4613_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN46143_c0_g2	GO:0003674,GO:0003824,GO:0003924,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111
TRINITY_DN46161_c1_g4	GO:0003674,GO:0003824,GO:0004553,GO:0004559,GO:0004571,GO:0005488,GO:0005509,GO:0005575,GO:0015923,GO:0015924,GO:0016020,GO:0016787,GO:0016798,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN46180_c0_g1	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN4618_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN461_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006313,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015074,GO:0032196,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
TRINITY_DN4621_c0_g1	GO:0005575,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN46229_c1_g1	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN46229_c1_g2	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN4623_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN46247_c0_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005488,GO:0005515,GO:0005575,GO:0006810,GO:0006811,GO:0008150,GO:0015075,GO:0015267,GO:0016020,GO:0022803,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN46273_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN46304_c1_g1	GO:0003674,GO:0005488,GO:0005515
